Title,Subtitles,Author,Category,Goal Amount,Current Amount,Image,Video,Is_Top,Is Recommended,Start Date,End Date,Creation Date,Content,Tags
Affordable Hearing Aids for All,"Building the future with science, technology, engineering, and math.",Brian Bailey,Gaming,3291392,7767609,Images/Affordable Hearing Aids for All_75.png,,False,True,2024-06-03,2024-09-17,2024-09-04,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Family', 'Film']"
Organic Skincare Line for Sensitive Skin,Unveiling the real stories behind our changing planet.,Penny Stone,Tech,3725198,9159739,Images/Organic Skincare Line for Sensitive Skin_76.png,,False,False,2024-09-08,2024-10-11,2024-09-12,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Environment', 'Art']"
Build the World’s Smartest Smartwatch,"Smart, efficient, and affordable home protection.",Virginia Powell,Business,7652974,9639673,Images/Build the World’s Smartest Smartwatch_77.png,,False,True,2024-08-25,2024-09-29,2024-09-11,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Music', 'Community']"
Innovative Home Security: Stay Safe,Giving every child a chance to succeed.,Nicole Wilkins,Tech,6761140,2554125,Images/Innovative Home Security: Stay Safe_78.png,,True,False,2024-09-12,2024-09-27,2024-09-08,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Fashion', 'Sports']"
Cutting-Edge Robotics for All Ages,Redefining personal productivity with smart AI.,John Dixon,Gaming,2396192,6734830,Images/Cutting-Edge Robotics for All Ages_79.png,,True,True,2024-07-27,2024-09-30,2024-09-06,"Clean water is a basic human right, yet millions still lack access. We’ve created a compact water purifier that fits in your backpack and provides safe, drinkable water anywhere. Join us in solving the world’s water crisis.","['Gaming', 'Events']"
Organic Skincare Line for Sensitive Skin,"Building the future with science, technology, engineering, and math.",Dr. Ivan Chen MD,Charity,7985593,300605,Images/Organic Skincare Line for Sensitive Skin_80.png,,False,False,2024-09-08,2024-09-30,2024-09-02,"We’re creating a smartwatch that goes beyond fitness tracking. With AI integration, enhanced features, and a sleek design, this will be the most advanced watch ever created. Help us make it a reality!","['Community', 'Charity']"
"Wireless Charging: Charge Anywhere, Anytime","Preserving the past, for the future.",Joseph Hutchinson,Environment,2956824,5948784,"Images/Wireless Charging: Charge Anywhere, Anytime_81.png",,False,False,2024-07-01,2024-10-10,2024-09-05,"Our wearable tech is designed to track vital signs and give real-time health insights. With AI-powered data analysis, you’ll have personalized health advice at your fingertips. Let’s make preventative healthcare more accessible!","['Film', 'Film']"
Crowdfunding Cancer Research Breakthroughs,"Preserving the past, for the future.",Michael Hall,Environment,7396429,1366459,Images/Crowdfunding Cancer Research Breakthroughs_82.png,,True,True,2024-08-22,2024-10-08,2024-09-09,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Business', 'Health']"
Reusable Masks to Protect the Planet,"Track, analyze, and improve your health seamlessly.",Troy Evans,Charity,4388030,2921401,Images/Reusable Masks to Protect the Planet_83.png,,True,True,2024-05-17,2024-09-29,2024-09-13,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Events', 'Art']"
Innovative Home Security: Stay Safe,"Harness the power of the sun, anywhere, anytime.",Jason Perkins,Family,1612055,9047520,Images/Innovative Home Security: Stay Safe_84.png,,False,False,2024-04-01,2024-09-21,2024-09-09,"Clean water is a basic human right, yet millions still lack access. We’ve created a compact water purifier that fits in your backpack and provides safe, drinkable water anywhere. Join us in solving the world’s water crisis.","['Health', 'Charity']"
Revolutionize Tech with AI,"Your health, fitness, and convenience – all in one.",David Baker,Events,3170931,4684469,Images/Revolutionize Tech with AI_85.png,,False,False,2024-07-31,2024-10-07,2024-09-02,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Environment', 'Travel']"
Revolutionize Tech with AI,"Building the future with science, technology, engineering, and math.",Doris Jacobs,Environment,7052136,9479919,Images/Revolutionize Tech with AI_86.png,,True,True,2024-09-03,2024-10-13,2024-09-10,"We’re creating a smartwatch that goes beyond fitness tracking. With AI integration, enhanced features, and a sleek design, this will be the most advanced watch ever created. Help us make it a reality!","['Business', 'Tech']"
Revolutionize Tech with AI,"Building the future with science, technology, engineering, and math.",Anthony Hunter,Music,1063413,7595924,Images/Revolutionize Tech with AI_87.png,,False,False,2024-08-02,2024-09-17,2024-09-07,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Animals', 'Events']"
Organic Skincare Line for Sensitive Skin,"Clean water on the go, for any adventure.",Michelle Green,Gaming,2923777,9602427,Images/Organic Skincare Line for Sensitive Skin_88.png,,False,False,2024-08-16,2024-09-17,2024-09-06,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Community', 'Gaming']"
Yoga Mat with Built-in Guidance System,"Smart, efficient, and affordable home protection.",Todd Mayo,Animals,1740471,3548447,Images/Yoga Mat with Built-in Guidance System_89.png,,True,True,2024-08-25,2024-09-29,2024-09-13,"We’re creating a smartwatch that goes beyond fitness tracking. With AI integration, enhanced features, and a sleek design, this will be the most advanced watch ever created. Help us make it a reality!","['Art', 'Charity']"
A Portable Water Purifier for Everyone,Giving every child a chance to succeed.,Nathan Espinoza,Sports,3481650,9401982,Images/A Portable Water Purifier for Everyone_90.png,,True,False,2024-03-24,2024-10-05,2024-09-06,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Food', 'Photography']"
"Wireless Charging: Charge Anywhere, Anytime","Interactive, fun, and effective – promoting healthy habits.",Isaiah Salazar,Music,822530,8082375,"Images/Wireless Charging: Charge Anywhere, Anytime_91.png",,True,True,2024-01-10,2024-10-12,2024-09-11,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Family', 'Film']"
Plant-Based Supplements for Optimal Health,Bridging the gap between knowledge and access.,Jacqueline Ramirez,Charity,2311597,8691861,Images/Plant-Based Supplements for Optimal Health_92.png,,False,False,2024-08-15,2024-10-05,2024-09-02,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Business', 'Tech']"
Crowdfunding Cancer Research Breakthroughs,Creating opportunities for young and talented creatives.,Douglas Perez,Film,5969178,2314479,Images/Crowdfunding Cancer Research Breakthroughs_93.png,,True,True,2024-07-30,2024-10-09,2024-09-09,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Business', 'Education']"
Next-Gen AI Assistant for Everyone,Creating opportunities for young and talented creatives.,Cody Rodriguez,Sports,5914674,1871872,Images/Next-Gen AI Assistant for Everyone_94.png,,True,False,2024-06-27,2024-09-30,2024-09-01,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Food', 'Film']"
Next-Gen AI Assistant for Everyone,"Interactive, fun, and effective – promoting healthy habits.",Shannon Gonzalez,Publishing,969940,3564043,Images/Next-Gen AI Assistant for Everyone_95.png,,True,False,2024-02-23,2024-10-03,2024-09-04,"We’re creating a smartwatch that goes beyond fitness tracking. With AI integration, enhanced features, and a sleek design, this will be the most advanced watch ever created. Help us make it a reality!","['Family', 'Events']"
